epoch,train_loss,train_rec_loss,train_comp_loss,val_total_loss,val_rec_loss,val_comp_loss,val_bpr_loss,compat_acc,eval_users,AUC,avg_val_outfits_per_user,precision_ceiling_perfect@10,Precision@10,HR@10,Recall@10,NDCG@10,MRR@10
11,0.44015101045370103,0.4371823784708977,0.014843153995461761,1.033713006056272,0.5043195715317359,2.6469671726226807,0.5043195715317359,0.698867917060852,10167,0.7376664676099614,1.2544506737484018,0.12544506737484018,0.07976787646306678,0.679748204976886,0.6376951341173825,0.36324256757465007,0.28920433522085925
12,0.4387740048766136,0.4362867391109467,0.012436332651413978,0.997347596516976,0.4939971955922934,2.516752004623413,0.4939971955922934,0.704150915145874,10167,0.7467739090521623,1.2544506737484018,0.12544506737484018,0.08082030097373857,0.6890921609127569,0.6462988332935219,0.3639738540538767,0.2863593855626904
13,0.4380864733457565,0.4355541217327118,0.012661756803281606,1.0234265506267548,0.49841901659965515,2.625037670135498,0.49841901659965515,0.704150915145874,10167,0.7454356016430375,1.2544506737484018,0.12544506737484018,0.08077112225828662,0.6885020163273335,0.6462800985447784,0.3729504121621479,0.2991106848955772
14,0.4363172063231468,0.43420880764722825,0.010541991828940809,1.0701848786610824,0.4892519276875716,2.9046647548675537,0.4892519276875716,0.6860377192497253,10167,0.7516510770138685,1.2544506737484018,0.12544506737484018,0.08179403953968721,0.6950919641978951,0.6532044616804132,0.3812258890085384,0.3082181146285602
15,0.43423993319272997,0.43241437822580336,0.009127776161767543,1.0252063861260048,0.4794265857109657,2.7288990020751953,0.4794265857109657,0.698867917060852,10167,0.7575934582941075,1.2544506737484018,0.12544506737484018,0.08244319858365298,0.6989279040031474,0.6575714145203669,0.37295238179322354,0.2945617317777247
16,0.43487451106309893,0.43177436649799344,0.015500728348270059,1.0476062687543721,0.4856329353956076,2.8098666667938232,0.4856329353956076,0.7064151167869568,10167,0.7487769511069894,1.2544506737484018,0.12544506737484018,0.08165633913642176,0.6918461689780663,0.6517684431892162,0.37388889036833,0.29723240924185157
17,0.42994926005601886,0.4283405667543411,0.00804346269927919,1.0552990982165704,0.4782912799945244,2.8850390911102295,0.4782912799945244,0.7124528288841248,10167,0.759299137733189,1.2544506737484018,0.12544506737484018,0.0836923379561326,0.7101406511261926,0.6694850754307821,0.37994070491088544,0.30067616830673777
18,0.4303135797381401,0.4281549337506294,0.01079322861507535,1.012728736950801,0.47999577338878924,2.6636648178100586,0.47999577338878924,0.7056604027748108,10167,0.7609965715409799,1.2544506737484018,0.12544506737484018,0.08374151667158454,0.7091570768171536,0.6695661032190983,0.38508658214018615,0.3069831434098179
19,0.42585512697696687,0.42436801493167875,0.007435556163545698,1.1319973702614123,0.48138363315508914,3.253068685531616,0.48138363315508914,0.6890565752983093,10167,0.7602427180373478,1.2544506737484018,0.12544506737484018,0.08336775843414969,0.7071899281990754,0.6664138646508077,0.38216804621754236,0.3039002234118788
20,0.425983253121376,0.42412547081708907,0.00928890896961093,1.077999847668868,0.4577612097446735,3.1011931896209717,0.4577612097446735,0.698113203048706,10167,0.7747496147667289,1.2544506737484018,0.12544506737484018,0.08613160224254943,0.7295170650142618,0.6893285700234653,0.3932642811209237,0.31137491979185694
21,0.4232903629541397,0.42131143271923066,0.00989464946789667,0.9715457934599656,0.46485967819507307,2.533430576324463,0.46485967819507307,0.7184905409812927,10167,0.7737072180303222,1.2544506737484018,0.12544506737484018,0.08561030785875873,0.7270581292416642,0.6862771478218512,0.3953977977888674,0.3159729735637083
22,0.42361111640930177,0.4212495282292366,0.011807946506887674,0.9962937932748062,0.46280633027736956,2.6674373149871826,0.46280633027736956,0.7049056887626648,10167,0.77708954273162,1.2544506737484018,0.12544506737484018,0.0862594669027245,0.7300088521687813,0.6897909670408933,0.3992303505179613,0.3190914505535338
23,0.4213074553012848,0.4196958187222481,0.008058184185065329,1.0100936830043792,0.45788297057151794,2.7610535621643066,0.45788297057151794,0.7086792588233948,10167,0.7757822343061351,1.2544506737484018,0.12544506737484018,0.08642667453526114,0.7317792859250516,0.6915548436351032,0.3939841542853335,0.31141851711341234
24,0.42189813405275345,0.41966999441385267,0.011140698445960879,1.0000573589251591,0.46240376967650193,2.688267946243286,0.46240376967650193,0.698867917060852,10167,0.7737461301034626,1.2544506737484018,0.12544506737484018,0.08585620143601849,0.7257794826399134,0.6865435325305494,0.39214567111227194,0.3112940871571736
25,0.4196706050634384,0.41815798193216325,0.007563110908959061,1.0462771722903619,0.441203243457354,3.025369644165039,0.441203243457354,0.6958490610122681,10167,0.7873323731774602,1.2544506737484018,0.12544506737484018,0.08773482836628307,0.7421068161699617,0.7010612064241453,0.4061797905757876,0.3255784353674586
26,0.4185243517160416,0.41716285109519957,0.006807507844641804,1.0093578091034523,0.45241572765203625,2.78471040725708,0.45241572765203625,0.7116981148719788,10167,0.7824595142079651,1.2544506737484018,0.12544506737484018,0.0877053211370119,0.7420084587390577,0.7016086123639974,0.4032337761066383,0.32033828711314694
27,0.41786239832639693,0.4166323775053024,0.0061500999960117046,1.073456252538241,0.45609084459451527,3.086827039718628,0.45609084459451527,0.698867917060852,10167,0.7821168111584164,1.2544506737484018,0.12544506737484018,0.08702665486377495,0.7373856594865742,0.6972308870435161,0.39929267502470883,0.31779309343487566
28,0.4175805538892746,0.41638807862997057,0.005962378371041268,0.9463075761611646,0.44089971826626706,2.5270392894744873,0.44089971826626706,0.7139622569084167,10167,0.7882149133283686,1.2544506737484018,0.12544506737484018,0.08754794924756565,0.7419101013081538,0.7012339173891254,0.4067380917192662,0.3258158202463307
29,0.4171863013505936,0.41596229702234266,0.006120016342028975,1.0302999363495753,0.46003392797250015,2.851330041885376,0.46003392797250015,0.7237735986709595,10167,0.7757449708908841,1.2544506737484018,0.12544506737484018,0.08593488738074162,0.727254844103472,0.6871056920850369,0.39553930509734747,0.31535234598085
30,0.41600810110569,0.4147344958782196,0.006368024947587401,1.0265624825771038,0.4454994981105511,2.9053149223327637,0.4454994981105511,0.7071698307991028,10167,0.7858164884523693,1.2544506737484018,0.12544506737484018,0.08775449985246386,0.7423035310317695,0.7026905441039404,0.41474140416879457,0.3373600162992314
31,0.41632887721061707,0.41499111920595166,0.006688789634499699,1.0924395368649409,0.4466792390896724,3.2288014888763428,0.4466792390896724,0.6920754909515381,10167,0.788787700169081,1.2544506737484018,0.12544506737484018,0.08800039342972361,0.7453526113897905,0.705226526530746,0.408052071425396,0.32621038186101625
32,0.415343918800354,0.4142357665300369,0.005540762564633042,1.0592035261484294,0.44866289771520174,3.0527031421661377,0.44866289771520174,0.702641487121582,10167,0.7851556061393772,1.2544506737484018,0.12544506737484018,0.08766597816465034,0.7399429526900757,0.7004784386460396,0.40717545926558013,0.32682257880694
33,0.4144079825282097,0.4132659861445427,0.005709984803106635,1.0344446333555075,0.4424330385831686,2.9600579738616943,0.4424330385831686,0.6950943470001221,10167,0.7866047295873204,1.2544506737484018,0.12544506737484018,0.0885413592996951,0.7467296154224452,0.7077592303765216,0.4099874895230565,0.3278536925409159
34,0.4138988369703293,0.41293692737817767,0.004809546176111326,1.135981678045713,0.43595030216070324,3.500156879425049,0.43595030216070324,0.702641487121582,10167,0.7985022083585082,1.2544506737484018,0.12544506737484018,0.08971181272745155,0.7569587882364512,0.7178048026528404,0.41656875616295636,0.33465905099130244
35,0.41339035242795946,0.41240351408720016,0.004934190128697082,1.0919142191226667,0.44839181349827695,3.2176120281219482,0.44839181349827695,0.703396201133728,10167,0.7874718440144819,1.2544506737484018,0.12544506737484018,0.08815776531916986,0.7441723222189437,0.7051117761946916,0.4109997416300054,0.33086319574221607
36,0.4132001993060112,0.41230517327785493,0.004475132352672518,1.0997933277717005,0.4416373142829308,3.2907800674438477,0.4416373142829308,0.6898113489151001,10167,0.7940248118328672,1.2544506737484018,0.12544506737484018,0.08863971673059899,0.7470246877151568,0.707805950156201,0.41755053073093734,0.3388113348352357
37,0.41286540746688843,0.4117175853252411,0.0057391165930312125,1.175416629589521,0.4415069749722114,3.669548273086548,0.4415069749722114,0.6905660629272461,10167,0.791999620621338,1.2544506737484018,0.12544506737484018,0.08842333038261041,0.7452542539588866,0.7065551714932063,0.4142417082286809,0.33425781512237696
38,0.41223784029483795,0.4113562396168709,0.004408003888092935,1.0466512459975024,0.42886622135455793,3.0889251232147217,0.42886622135455793,0.7049056887626648,10167,0.8026586809800147,1.2544506737484018,0.12544506737484018,0.09008557096488638,0.7596144388708567,0.7205499117124965,0.42526842738997195,0.34485711631624877
39,0.41174697667360305,0.4105300489068031,0.006084640014450997,1.069795420078131,0.44198942413696873,3.1390299797058105,0.44198942413696873,0.698113203048706,10167,0.7950558459441611,1.2544506737484018,0.12544506737484018,0.08921018982984165,0.7523359889839677,0.712857423878374,0.41909432111641626,0.33983913095745494
40,0.41103719770908353,0.40989235252141953,0.005724225480807945,1.1656781357068282,0.4453621071118575,3.6015801429748535,0.4453621071118575,0.6822641491889954,10167,0.7898912705438229,1.2544506737484018,0.12544506737484018,0.08817743680535065,0.7432871053408086,0.7047593287339524,0.4148304207332117,0.33692576043564537
